cycle,race,state,seat,candidate_name_DEM,candidate_name_REP,dem_votes,rep_votes,dem_incumbent,rep_incumbent,prev_seat
2020,House,Washington,District 6,Derek Kilmer,Elizabeth Kreiselmaier,247429,168783,y,n,dem
2020,House,Washington,District 7,Pramila Jayapal,Craig Keller,387109,78240,y,n,dem
2020,House,Washington,District 8,Kim Schrier,Jesse Jensen,213123,198423,y,n,dem
2020,House,Washington,District 9,Adam Smith,Doug Basler,258771,89697,y,n,dem
2020,House,Washington,District 10,Marilyn Strickland,-,167937,0,n,n,dem
2020,House,West Virginia,District 1,Natalie Cline,David McKinley,81177,180488,n,y,rep
2020,House,West Virginia,District 2,Cathy Kunkel,Alex Mooney,100799,172195,n,y,rep
2020,House,West Virginia,District 3,Hilary Turner,Carol Miller,64927,161585,n,y,rep
2020,House,Wisconsin,District 1,Roger Polack,Bryan Steil,163170,238271,n,y,rep
2020,House,Wisconsin,District 2,Marc Pocan,Peter Theron,318523,138306,y,n,dem
2020,House,Wisconsin,District 3,Ron Kind,Derrick Van Orden,199870,189524,y,n,dem
2020,House,Wisconsin,District 4,Gwen Moore,Tim Rogers,232668,70769,y,n,dem
2020,House,Wisconsin,District 5,Tom Palzewicz,Scott Fitzgerald,175902,265434,n,n,rep
2020,House,Wisconsin,District 6,Jessica King,Glenn Grothman,164239,238874,n,y,rep
2020,House,Wisconsin,District 7,Tricia Zunker,Tom Tiffany,162741,252048,n,y,rep
2020,House,Wisconsin,District 8,Amanda Stuck,Mike Gallagher,149558,268173,n,y,rep
2020,House,Wyoming,District 1,Lynnette Grey Bull,Liz Cheney,66576,185732,n,y,rep
2018,Senate,Arizona,Class I,Kyrsten Sinema,Martha McSally,1191100,1135200,n,n,rep
2018,Senate,California,Class I,Dianne Feinstein,-,6019422,0,y,n,dem
2018,Senate,Connecticut,Class I,Chris Murphy,Matthew Corey,825579,545714,y,n,dem
2018,Senate,Delaware,Class I,Tom Carper,Rob Arlett,217385,137127,y,n,dem
2018,Senate,Florida,Class I,Bill Nelson,Rick Scott,4089472,4099505,y,n,dem
2018,Senate,Hawaii,Class I,Mazie Hirono,Ron Curtis,276316,112035,y,n,dem
2018,Senate,Indiana,Class I,Joe Donnelly,Mike Braun,1023553,1158000,y,n,dem
2018,Senate,Maine,Class I,Angus S. King Jr.,Eric Brakey,344575,223502,y,n,dem
2018,Senate,Maryland,Class I,Ben Cardin,Tony Campbell,1491614,697107,y,n,dem
2018,Senate,Massachusetts,Class I,Elizabeth Warren,Geoff Diehl,1633371,979210,y,n,dem
2018,Senate,Michigan,Class I,Debbie Stabenow,John James,2214478,1938818,y,n,dem
2018,Senate,Minnesota,Class I,Amy Klobuchar,Jim Newberger,1566174,940437,y,n,dem
2018,Senate,Minnesota,Class II,Tina Smith,Karin Housley,1370540,1095777,y,n,dem
2018,Senate,Mississippi,Class I,David Baria,Roger Wicker,369567,547619,n,y,rep
2018,Senate,Mississippi,Class II,Mike Espy,Cindy Hyde-Smith,386742,389995,n,y,rep
2018,Senate,Missouri,Class I,Claire McCaskill,Josh Hawley,1112935,1254927,y,n,dem
2018,Senate,Montana,Class I,Jon Tester,Matt Rosendale,253876,235963,y,n,dem
2018,Senate,Nebraska,Class I,Jane Raybould,Deb Fischer,269917,403151,n,y,rep
2018,Senate,Nevada,Class I,Jacky Rosen,Dean Heller,490071,441202,n,y,rep
2018,Senate,New Jersey,Class I,Bob Menendez,Bob Hugin,1711654,1357355,y,n,dem
2018,Senate,New Mexico,Class I,Martin Heinrich,Mick Rich,376998,212813,y,n,dem
2018,Senate,New York,Class I,Kirsten Gillibrand,Chele Chiavacci Farley,4056931,1998220,y,n,dem
2018,Senate,North Dakota,Class I,Heidi Heitkamp,Kevin Cramer,144376,179720,y,n,dem
2018,Senate,Ohio,Class I,Sherrod Brown,Jim Renacci,2358508,2057559,y,n,dem
2018,Senate,Pennsylvania,Class I,Bob Casey Jr.,Lou Barletta,2792327,2134848,y,n,dem
2018,Senate,Rhode Island,Class I,Sheldon Whitehouse,Robert Flanders,231477,144421,y,n,dem
2018,Senate,Tennessee,Class I,Phil Bredesen,Marsha Blackburn,985450,1227483,n,n,rep
2018,Senate,Texas,Class I,Beto O'Rourke,Ted Cruz,4045632,4260553,n,y,rep
2018,Senate,Utah,Class I,Jenny Wilson,Mitt Romney,328541,665215,n,n,rep
2018,Senate,Vermont,Class I,Bernard Sanders,Lawrence Zupan,183649,74815,y,n,dem
2018,Senate,Virginia,Class I,Tim Kaine,Corey Stewart,1910370,1374313,y,n,dem
2018,Senate,Washington,Class I,Maria Cantwell,Susan Hutchinson,1803364,1282804,y,n,dem
2018,Senate,West Virginia,Class I,Joe Manchin,Patrick Morrisey,290510,271113,y,n,dem
2018,Senate,Wisconsin,Class I,Tammy Baldwin,Leah Vukmir,1472914,1184885,y,n,dem
2018,Senate,Wyoming,Class I,Gary Trauner,John Barrasso,61227,136210,n,y,rep
2020,Senate,Alabama,Class II,Doug Jones,Tommy Tuberville,920478,1392076,y,n,dem
2020,Senate,Alaska,Class II,Al Gross,Dan Sullivan,146068,191112,n,y,rep
2020,Senate,Arizona,Class III,Mark Kelly,Martha McSally,1716467,1637661,n,y,rep
2020,Senate,Arkansas,Class II,Ricky Dale Harrington,Tom Cotton,399390,793871,n,y,rep
2020,Senate,Colorado,Class II,John Hickenlooper,Cory Gardner,1731114,1429492,n,y,rep
2020,Senate,Delaware,Class II,Chris Coons,Lauren Witzke,291804,186054,y,n,dem
2020,Senate,Georgia,Class II,Jon Ossoff,David Perdue,2374519,2462617,n,y,rep
2020,Senate,Georgia,Class III,Raphael Warnock,Kelly Loeffler,1617035,1273214,n,y,rep
2020,Senate,Idaho,Class II,Paulette Jordan,Jim Risch,285864,537446,n,y,rep
2020,Senate,Illinois,Class II,Dick Durbin,Mark Curran,3278930,2319870,y,n,dem
2020,Senate,Iowa,Class II,Theresa Greenfield,Joni Ernst,754859,864997,n,y,rep
2020,Senate,Kansas,Class II,Barbara Bollier,Roger Marshall,571530,727962,n,n,rep
2020,Senate,Kentucky,Class II,Amy McGrath,Mitch McConnell,816257,1233315,n,y,rep
2020,Senate,Louisiana,Class II,Adrian Perkins,Bill Cassidy,394049,1228908,n,y,rep
2020,Senate,Maine,Class II,Sara Gideon,Susan Collins,347223,417645,n,y,rep
2020,Senate,Massachusetts,Class II,Ed Markey,Kevin O'Connor,2357809,1177765,y,n,dem
2020,Senate,Michigan,Class II,Gary Peters,John James,2734568,2642233,y,n,dem
2020,Senate,Massachusetts,Class II,Tina Smith,Jason Lewis,1566522,1398145,y,n,dem
2020,Senate,Mississippi,Class II,Mike Espy,Cindy Hyde-Smith,578806,709539,n,y,rep
2020,Senate,Montana,Class II,Steve Bullock,Steve Daines,272463,333174,n,y,rep
2020,Senate,Nebraska,Class II,Chris Janicek,Ben Sasse,227191,583507,n,y,rep
2020,Senate,New Hampshire,Class II,Jeanne Shaheen,Corky Messner,450778,326229,y,n,dem
2020,Senate,New Jersey,Class II,Cory Booker,Rik Mehta,2541178,1817052,y,n,dem
2020,Senate,New Mexico,Class II,Ben Ray Lujan,Mark Ronchetti,474483,418483,n,n,dem
2020,Senate,North Carolina,Class II,Cal Cunningham,Thom Tillis,2569965,2665598,n,y,rep
2020,Senate,Oklahoma,Class II,Abby Broyles,Jim Inhofe,509763,979140,n,y,rep
2020,Senate,Oregon,Class II,Jeff Merkley,Jo Rae Perkins,1321047,912814,y,n,dem
2020,Senate,Rhode Island,Class II,Jack Reed,Allen Waters,328574,164855,y,n,dem
2020,Senate,South Carolina,Class II,Jaime Harrison,Lindsey Graham,1110828,1369137,n,y,rep
2020,Senate,South Dakota,Class II,Dan Ahlers,Mike Rounds,143987,276232,n,y,rep
2020,Senate,Tennessee,Class II,Marquita Bradshaw,Bill Hagerty,1040691,1840926,n,n,rep
2020,Senate,Texas,Class II,MJ Hegar,John Cornyn,4888764,5962983,n,y,rep
2020,Senate,Virginia,Class II,Mark Warner,Daniel Gade,2466500,1934199,y,n,dem
2020,Senate,West Virginia,Class II,Paula Jean Swearengin,Shelley Moore Capito,210309,547454,n,y,rep
2020,Senate,Wyoming,Class II,Merav Ben-David,Cynthia Lummis,72766,198100,n,n,rep
2018,Governor,Alabama,Governor,Walt Maddox,Kay Ivey,694495,1022457,n,y,rep
2018,Governor,Alaska,Governor,Mark Begich,Mike Dunleavy,125739,145631,n,n,rep
2018,Governor,Arizona,Governor,David Garcia,Doug Ducey,994341,1330863,n,y,rep
2018,Governor,Arkansas,Governor,Jared Henderson,Asa Hutchinson,283218,582406,n,y,rep
2018,Governor,California,Governor,Gavin Newsom,John Cox,7721410,4742825,n,n,dem
2018,Governor,Colorado,Governor,Jared Polis,Walker Stapleton,1348888,1080801,n,n,dem
2018,Governor,Connecticut,Governor,Ned Lamont,Bob Stefanowski,694640,650225,n,n,dem
2018,Governor,Florida,Governor,Andrew Gillum,Ron DeSantis,4043723,4076186,n,n,rep
2018,Governor,Georgia,Governor,Stacey Abrams,Brian Kemp,1923685,1978408,n,n,rep
2018,Governor,Hawaii,Governor,David Ige,Andria Tupola,244934,131719,y,n,dem
2018,Governor,Idaho,Governor,Paulette Jordan,Brad Little,231065,361671,n,n,rep
2018,Governor,Illinois,Governor,J.B. Pritzker,Bruce Rauner,2388460,1725297,n,y,rep
2018,Governor,Iowa,Governor,Fred Hubbell,Kim Reynolds,630986,667275,n,y,rep
2018,Governor,Kansas,Governor,Laura Kelly,Kris Kobach,505509,453030,n,n,rep
2018,Governor,Maine,Governor,Janet Mills,Shawn Moody,320962,272311,n,n,rep
2018,Governor,Maryland,Governor,Ben Jealous,Larry Hogan,1002729,1275734,n,y,rep
2018,Governor,Massachusetts,Governor,Jay Gonzalez,Charlie Baker,885770,1781341,n,y,rep
2018,Governor,Michigan,Governor,Gretchen Whitmer,Bill Schuette,2261450,1857530,n,n,rep
2018,Governor,Minnesota,Governor,Tim Walz,Jeff Johnson,1393053,1097689,n,n,dem
2018,Governor,Nebraska,Governor,Bob Krist,Pete Ricketts,280418,407483,n,y,rep
2018,Governor,Nevada,Governor,Steve Sisolak,Adam Laxalt,480007,440320,n,n,rep
2018,Governor,New Hampshire,Governor,Molly Kelly,Chris Sununu,262359,302764,n,y,rep
2018,Governor,New Mexico,Governor,Michelle Lujan Grisham,Steve Pearce,396603,297185,n,n,rep
2018,Governor,New York,Governor,Andrew Cuomo,Marc Molinaro,3353495,2089228,y,n,dem
2018,Governor,Ohio,Governor,Richard Cordray,Mike DeWine,2070046,2235825,n,n,rep
2018,Governor,Oklahoma,Governor,Drew Edmonson,Kevin Stitt,500973,644579,n,n,rep
2018,Governor,Oregon,Governor,Kate Brown,Knute Buehler,925886,807762,y,n,dem
2018,Governor,Pennsylvania,Governor,Tom Wolf,Scott Wagner,2895662,2039899,y,n,dem
2018,Governor,Rhode Island,Governor,Gina Raimondo,Allan Fung,198122,139932,y,n,dem
2018,Governor,South Carolina,Governor,James Smith,Henry McMaster,784182,921342,n,y,rep
2018,Governor,South Dakota,Governor,Billie Sutton,Kristi Noem,161416,172894,n,n,rep
2018,Governor,Tennessee,Governor,Karl Dean,Bill Lee,860442,1330197,n,n,rep
2018,Governor,Texas,Governor,Lupe Valdez,Greg Abbott,3528705,4638582,n,y,rep
2018,Governor,Vermont,Governor,Christine Hallquist,Phil Scott,110335,151261,n,y,rep
2018,Governor,Wisconsin,Governor,Tony Evers,Scott Walker,1324648,1293799,n,y,rep
2018,Governor,Wyoming,Governor,Mary Thorne,Mark Gordon,55961,136399,n,n,rep
2020,Governor,Delaware,Governor,John Carney,Julianne Murray,292903,190312,y,n,dem
2020,Governor,Indiana,Governor,Woody Myers,Eric Holcomb,968106,1706739,n,y,rep
2020,Governor,Missouri,Governor,Nicole Galloway,Mike Parson,1216192,1713152,n,y,rep
2020,Governor,Montana,Governor,Mike Cooney,Greg Gianforte,250860,328548,n,n,dem
2020,Governor,New Hampshire,Governor,Dan Feltes,Chris Sununu,264639,516609,n,y,rep
2020,Governor,North Carolina,Governor,Roy Cooper,Dan Forest,2834790,2586605,y,n,dem
2020,Governor,North Carolina,Governor,Shelley Lenz,Doug Burgum,90789,235479,n,y,rep
2020,Governor,Utah,Governor,Christopher Peterson,Spencer Cox,442754,918754,n,n,rep
2020,Governor,Vermont,Governor,David Zuckerman,Phil Scott,99214,248412,n,y,rep
2020,Governor,Washington,Governor,Jay Inslee,Loren Culp,2294243,1749066,y,n,dem
2020,Governor,West Virginia,Governor,Ben Salango,Jim Justice,233704,492743,n,y,rep
